PRODUKT,GYLDIG_FOM,GYLDIG_TOM,LAGER_MOTTAK,PRODUKT_KORT,PRODUKT_LANG,GRLPRODUKT,KNRPRODUKT,A64N_PRODUKT,A64_PRODUKT,IKKE_VHM,A38NP,A64NP,PUBAGG,I_U,V_T,A64EU_PRODUKT
211000,1970,9999,87000,Farmas.råvarer,"Farmasøytiske råvarer",210,210,210,210,,21,,kjemin,I,V,CPA_C21
211050,1970,9999,87000,Narkotika,Narkotika,210,210,210,210,,21,,kjemin,U,V,CPA_C21
212010,1970,9999,87000,Farmas.preparat,"Farmasøytiske preparater",210,210,210,210,,21,,kjemin,I,V,CPA_C21
212020,1970,9999,87000,Farmas.produkter,"Farmasøytisk produkter ellers",210,210,210,210,,21,,kjemin,I,V,CPA_C21
221110,1970,9999,87000,Dekk.p-bil.sykle,"Dekk til personbiler og sykler",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
221120,1970,9999,87000,"Gummidekk, brukt","Gummidekk, brukte&regummierte",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
221130,1970,9999,87000,Dekk.t.a.kjøret.,"Dekk til busser, lastebiler, fly og landbruksmaskiner",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
221150,1970,9999,87000,"Slanger mv. til","Slanger mv. til alle transportmidler",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
221900,1970,9999,87000,Gummiprod.ellers,"Gummiprodukter ellers",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
222100,1970,9999,87000,"Plast, halvfabr.","Plast, halvfabrikata",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
222210,1970,9999,87000,Bærepose.sekk.pl,"Bæreposer og sekker av plast",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
222230,1970,9999,87000,A.embalasj.plast,"Annen emballasje av plast o.l.",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
222300,1970,9999,87000,"Byggevarer av pl","Byggevarer av plast",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
222900,1970,9999,87000,A.plastprodukter,"Andre plastprodukter",220,220,220,220,,22_23,,kjemin,I,V,CPA_C22
231100,1970,9999,87000,"Planglass, uarbe","Planglass, uarbeidet glass",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
231200,1970,9999,87000,"Planglass, bearb","Planglass, bearbeidet glass",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
231300,1970,9999,87000,Emb.hushart.glas,"Emballasje og husholdningsartikler av glass og krystaller",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
231400,1970,9999,87000,Glassfibrer,Glassfibrer,239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
231900,1970,9999,87000,Prod.tekn.glass,"Produksjon av teknisk glass og  andre glassvarer",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
232000,1970,9999,87000,"Ildfaste produkt","Ildfaste produkter",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
233100,1970,9999,87000,Keramisk.bygning,"Keramiske bygningsvarer, fliser, takstein mv.",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
234100,1970,9999,87000,Ker.h-art.dekor,"Keramiske husholdningsartikler og dekorasjonsgjenstander",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
234200,1970,9999,87000,Sanitær.keramisk,"Sanitærutstyr av keramiske materiale",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
234300,1970,9999,87000,A.keramisk.tekn.,"Andre keramiske produkter til teknisk bruk",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
235100,1970,9999,87000,Sement,Sement,235,230,230,230,,22_23,,kjemin,I,V,CPA_C23
235200,1970,9999,87000,"Kalk og gips","Kalk og gips",235,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236110,1970,9999,87000,"Takstein ol.sem.","Takstein, heller og murstein av sement eller betong",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236120,1970,9999,87000,"Prefabr.B&A elem","Prefabrikerte elementer for B&A, sement, betong",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236130,1970,9999,87000,"Prefabr.bygg bet","Prefabrikerte bygninger av betong",239,230,230,230,,22_23,,kjemin,,V,CPA_C23
236200,1970,9999,87000,"Gipsvarer B&A","Gipsvarer for bygg og anlegg",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236300,1970,9999,87000,"Ferdig-bl betong","Ferdig-blandet betong",239,230,230,230,,22_23,,kjemin,,V,CPA_C23
236400,1970,9999,87000,"Mørtel, ikke ild","Mørtel, ikke ildfast",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236500,1970,9999,87000,Fibersement,Fibersement,239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
236900,1970,9999,87000,"A.betong ol.prod","Andre betong-, gips- og sementprodukter",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
237000,1970,9999,87000,Monum.bygg.stein,"Monument- og bygningsstein",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
239100,1970,9999,87000,"Slipestein m.v.","Slipestein m.v., slipestoffer",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
239910,1970,9999,87000,"Varer av asbest","Varer av asbest",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
239920,1970,9999,87000,"Varer av asfalt","Varer av asfalt",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
239940,1970,9999,87000,Elektrodemasse,Elektrodemasse,239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
239990,1970,9999,87000,I-met.miner.INAS,"Ikke metallholdige mineralprodukter ikke nevnt annet sted",239,230,230,230,,22_23,,kjemin,I,V,CPA_C23
241010,1970,9999,87000,Ubeh.mat.jern.mv,"Ubearbeidede materialer av jern og stål, samt råstål",241,240,240,240,,24_25,,metall,I,V,CPA_C24
241020,1970,9999,87000,Ferrolegeringer,Ferrolegeringer,241,240,240,240,,24_25,,metall,I,V,CPA_C24
241030,1970,9999,87000,Flatvals.jern.mv,"Flatvalsede produkter av jern eller stål, varmvalsede",241,240,240,240,,24_25,,metall,I,V,CPA_C24
241060,1970,9999,87000,Barrer.stenger,"Barrer og stenger, varmvalsede",241,240,240,240,,24_25,,metall,I,V,CPA_C24
241070,1970,9999,87000,"Profiler jern.mv","Profiler av jern eller stål, skinnemateriale, varmvalsede",241,240,240,240,,24_25,,metall,I,V,CPA_C24
501230,1970,9999,87300,"UR. kjemi+gass","Utenriks frakt av kjemikalier og gasser",505,505,505,500,,49_53,,501,U,T,CPA_H50
501240,1970,9999,87300,UR.tørrbulkfrakt,"Utenriks tørrbulkfrakt",505,505,505,500,,49_53,,501,U,T,CPA_H50
501900,1970,9999,87300,UR.Utl.skip+mnsk,"Utleie av skip med mannskap, utenriks",505,505,505,500,,49_53,,501,U,T,CPA_H50
502030,1970,9999,87300,Slepebåter,Slepebåter,506,506,506,500,,49_53,,samf,,T,CPA_H50
502040,1970,9999,87300,Ofshor.sjøtrsptj,"Forsyning og andre sjøtransporttjenester offshore",506,506,506,500,,49_53,,samf,,T,CPA_H50
503010,1970,9999,87300,IR.sjøf.pas+bilf,"Innenriks sjøfart, passasjerer og bilferging",506,506,506,500,,49_53,,samf,,T,CPA_H50
503020,1970,9999,87300,"Utleie av skip m","Utleie av skip med mannskap, innenriks",506,506,506,500,,49_53,,samf,,T,CPA_H50
504010,1970,9999,87300,IR.Godstrsp.skip,"Godstransport med skip, innenriks",506,506,506,500,,49_53,,samf,,T,CPA_H50
505007,1970,9999,27500,"Transportmargin,","Transportmargin, skip",499,450,506,450,,45_47,,tjllers,,T,CPA_G45
511010,1970,9999,87300,"Flyreiser, passa","Flyreiser, passasjerer",510,510,510,510,,49_53,,samf,U,T,CPA_H51
511020,1970,9999,87300,Utl.fly+manskap,"Utleie av fly med mannskap",510,510,510,510,,49_53,,samf,U,T,CPA_H51
511030,1970,9999,87300,Helikopttrsp.olj,"Helikoptertransport for oljevirksomhet",510,510,510,510,,49_53,,samf,,T,CPA_H51
512110,1970,9999,87300,"Godstrsport fly","Godstransport med fly",510,510,510,510,,49_53,,samf,U,T,CPA_H51
520002,1970,9999,87400,"Tj.transport SK","Tjenester tilknyttet transport, statlig konsum",812,812,842,840,,84,,,,T,CPA_O84
520003,1970,9999,87400,"Tj.transport SG","Tjenester tilknyttet transport statlig gebyr",813,813,843,840,,84,,tjllers,U,T,CPA_O84
520004,2016,9999,87400,"Tj.transport KK","Tjenester tilknyttet transport, kommunalt konsum",814,804,844,840,,84,,,,T,CPA_O84
520005,2016,9999,87400,"Tj.transport KG","Tjenester tilknyttet transport kommunalt gebyr",815,805,845,840,,84,,tjllers,U,T,CPA_O84
521000,1970,9999,87300,"Lagring av varer","Lagring av varer",522,520,521,520,,49_53,,samf,U,T,CPA_H52
522130,1970,9999,87300,"Bomvei-,bro-tj.","Bomvei-, bro- og tunneltjenester",522,520,521,520,,49_53,,samf,,T,CPA_H52
522140,1970,9999,87300,"Parkering av bil","Parkering av biler",522,520,521,520,,49_53,,samf,,T,CPA_H52
522210,1970,9999,87300,Havnevesen,Havnevesen,521,520,521,520,,49_53,,samf,U,T,CPA_H52
522220,1970,9999,87300,"Tjenester tilkny","Tjenester tilknyttet sjøtransport ellers",521,520,521,520,,49_53,,samf,U,T,CPA_H52
522300,1970,9999,87300,"Tj. Luftfarttrsp","Tjenester tilknyttet lufttransport mv.",523,520,521,520,,49_53,,samf,U,T,CPA_H52
522400,1970,9999,87300,Lasting-lossing,"Lasting og lossing",521,520,521,520,,49_53,,samf,U,T,CPA_H52
522910,1970,9999,87300,Skipsmeklingstj,"Skipsmeklings- og befraktningstjenester",521,520,521,520,,49_53,,samf,U,T,CPA_H52
522917,1970,9999,27500,"Trspmarg,spedisj","Transportmargin, spedisjonstjenester",499,450,521,450,,45_47,,tjllers,,T,CPA_G45
522920,1970,9999,87300,SpedisjonstjINAS,"Spedisjonstjenester ellers",522,520,521,520,,49_53,,samf,U,T,CPA_H52
522990,1970,9999,87300,Tj.trsp.INAS,"Tjenester tilknyttet transport ellers",522,520,521,520,,49_53,,samf,U,T,CPA_H52
522997,1970,9999,27500,"Trspmarg ellers","Transportmargin, transport ellers",499,450,521,450,,45_47,,tjllers,,T,CPA_G45
529889,1970,1994,87400,Tj.tilkn.jernbtr,"Tjenester tilknyttet jernbanetransport",522,520,521,520,,49_53,,samf,,T,CPA_H52
530000,1970,9999,87300,Post.distribusj.,"Post og distribusjonsvirksomhet",530,530,530,530,,49_53,,samf,U,T,CPA_H53
531010,1970,9999,87300,"Avis distribusjo","Avis distribusjon",530,530,530,530,,49_53,,samf,,T,CPA_H53
531030,1970,9999,87300,Oppgj.utl.postV.,"Oppgjør med utenlandske postverk",530,530,530,530,,49_53,,samf,U,T,CPA_H53
531040,1970,9999,87300,"Tjenesteyting fr","Tjenesteyting fra Postverket til Postsparebanken/postgiro",530,530,530,530,,49_53,,samf,,T,CPA_H53
551000,1970,9999,87300,Overnattingsvirk,Overnattingsvirksomhet,550,550,550,550,,55_56,,tjllers,,T,CPA_I
553000,1970,9999,87300,"Drift camp.hytte","Drift av campingplasser og turisthytter",550,550,550,550,,55_56,,tjllers,,T,CPA_I
559090,1970,9999,87300,"Overnatting INAS","Overnatting ellers",550,550,550,550,,55_56,,tjllers,,T,CPA_I
561010,1970,9999,87300,Serv.spisested,"Servering ved spisesteder",550,550,550,550,,55_56,,tjllers,,T,CPA_I
561020,1970,9999,87300,Serv.gatekj.etc,"Servering ved gatekjøkken etc.",550,550,550,550,,55_56,,tjllers,,T,CPA_I
562000,1970,9999,87300,Kantine.catering,"Kantine og cateringtjenester",550,550,550,550,,55_56,,tjllers,U,T,CPA_I
563000,1970,9999,87300,Serv.skjenkested,"Servering ved skjenkesteder",550,550,550,550,,55_56,,tjllers,,T,CPA_I
581100,1970,9999,87000,Bøker,Bøker,581,580,580,580,,58_60,,tjllers,I,T,CPA_J58
581310,1970,9999,87000,Aviser,Aviser,581,580,580,580,,58_60,,tjllers,I,T,CPA_J58
581330,1970,9999,87300,Annonseinnt.avis,"Annonseinntekter, avis",581,580,580,580,,58_60,,tjllers,,T,CPA_J58
581400,1970,9999,87000,Ukeblader.tidskr,"Ukeblader og tidsskrifter",581,580,580,580,,58_60,,tjllers,I,T,CPA_J58
581900,1970,9999,87000,Forlagsvirk.inas,"Forlagsvirksomhet ellers, varer",581,580,580,580,,58_60,,tjllers,I,T,CPA_J58
582000,1970,9999,87000,"Programvare vare","Programvare, software (innspilt materiell med spesielle tekniske data), vare",581,580,580,580,,58_60,,tjllers,I,T,CPA_J58
591010,1970,9999,87950,"Film,TVprogr.tj,","Film og fjernsynsprogrammer, tjenester",595,580,590,590,,58_60,,tjllers,U,T,CPA_J59_60
591020,1970,9999,87000,"Film,TVprogr.VA,","Film og fjernsynsprogrammer, varer",595,580,590,590,,58_60,,tjllers,I,T,CPA_J59_60
592010,1970,9999,87950,Pr.musik.lyd.tj.,"Produksjon av musikk og lydopptak, tjeneste",595,580,590,590,,58_60,,tjllers,U,T,CPA_J59_60
592020,1970,9999,87000,Pr.musik.lyd.VA,"Produksjon av musikk og lydopptak, varer",595,580,590,590,,58_60,,tjllers,I,T,CPA_J59_60
600010,1970,9999,87300,Kringkstj.lisens,"Kringkastingstjenester, lisens",595,580,600,590,,58_60,,tjllers,U,T,CPA_J59_60
600020,1970,9999,87300,Kringkstj.reklam,"Kringkastingstjenester, reklame",595,580,600,590,,58_60,,tjllers,U,T,CPA_J59_60
611000,2009,9999,87300,"Kabelbas telekom","Kablebasert telekommunikasjon",610,610,610,610,,61,,tjllers,U,T,CPA_J61
611010,1970,2008,87300,"Kabel teleko pin","Kablebasert telekommunikasjon, produktinnsats",610,610,610,610,,61,,tjllers,U,T,CPA_J61
611020,1970,2008,87400,"Kabel tele kons","Kablebasert telekommunikasjon, konsum i husholdninger",610,610,610,610,,61,,tjllers,U,T,CPA_J61
612000,2009,9999,87300,"Trådløs telekom","Trådløs telekommunikasjon",610,610,610,610,,61,,tjllers,,T,CPA_J61
612010,1970,2008,87300,"Trådløs tele pin","Trådløs telekommunikasjon, produktinnsats",610,610,610,610,,61,,tjllers,,T,CPA_J61
612020,1970,2008,87400,"Trådløs telekons","Trådløs telekommunikasjon konsum husholdninger",610,610,610,610,,61,,tjllers,,T,CPA_J61
613000,1970,9999,87300,Satellittbasert,"Satellittbasert telekommunikasjon",610,610,610,610,,61,,tjllers,U,T,CPA_J61
619000,1970,9999,87300,Telekommunikasjo,"Telekommunikasjon ellers",610,610,610,610,,61,,tjllers,U,T,CPA_J61
620100,1970,9999,87950,Programmeringstj,Programmeringstjenester,620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
620200,1970,9999,87950,Konsulentvirk.IT,"Konsulentvirksomhet knyttet til informasjonsteknologi",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
620300,1970,9999,87300,"Forvaltn IT syst","Forvaltning og drift av IT-systemer",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
620900,1970,9999,87300,"Andre tjenester","Andre tjenester tilknyttet informasjonsteknologi",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
631100,1970,9999,87300,Databehandling,"Databehandling, datalagring og tilknyttede tjenester",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
631200,1970,9999,87300,"Drift web-portal","Drift av web-portaler",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
639100,1970,9999,87300,Nyhetsbyråer,Nyhetsbyråer,620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
639900,1970,9999,87300,A.infotj.INAS,"Andre informasjonstjenester ikke nevnt annet sted",620,620,620,620,,62_63,,tjllers,U,T,CPA_J62_63
641100,1970,9999,87400,Sentralbankvirks,"Sentralbankvirksomhet, betalte tjenester",641,641,641,640,,64_66,,fin,,T,CPA_K64
641900,1970,9999,87300,"Bank betalte tj.","Bankvirksomhet ellers, betalte tjenester",641,641,641,640,,64_66,,fin,U,T,CPA_K64
641936,1970,9999,87400,"FISIM husholdn.B","FISIM til husholdninger og ideelle organisasjoner, bankvirksomhet",642,642,642,640,,64_66,,fin,U,T,CPA_K64
641946,1970,9999,87400,"FISIM i-fi.nær.B","FISIM til ikke-finansielle næringer, bankvirksomhet",642,642,642,640,,64_66,,fin,U,T,CPA_K64
641956,1970,9999,87400,"FISIM stat.nær.B","FISIM til statlige næringer, bankvirksomhet",642,642,642,640,,64_66,,fin,U,T,CPA_K64
641966,1970,9999,87400,"FISIM kom.nær. B","FISIM til kommunale næringer, bankvirksomhet",642,642,642,640,,64_66,,fin,U,T,CPA_K64
642000,1970,9999,87300,Finans.hold.sels,"Finansielle holding selskaper",641,641,641,640,,64_66,,fin,,T,CPA_K64
642020,1970,9999,87300,ik.Fin.hold.sels,"Ikke-finansielle holding selskaper",641,641,641,640,,64_66,,fin,,T,CPA_K64
643000,1970,9999,87300,Invest.selskaper,"Verdipapirfond og investeringsselskap",641,641,641,640,,64_66,,fin,,T,CPA_K64
649100,1970,9999,87300,"Finans. leasing","Finansiell leasing",641,641,641,640,,64_66,,fin,,T,CPA_K64
649200,1970,9999,87300,A.kredgiv.bet.tj,"Annen kredittgivning, betalte tjenester",641,641,641,640,,64_66,,fin,U,T,CPA_K64
649900,1970,9999,87300,"A.finans tj.","Andre finansielle tjenester utenom forsikring og pensjonsfond",641,641,641,640,,64_66,,fin,,T,CPA_K64
649936,1970,9999,87400,"FISIM hush-Id AK","FISIM til husholdninger og ideelle organisasjoner, annnen kredittgivning",642,642,642,640,,64_66,,fin,,T,CPA_K64
649946,1970,9999,87400,"FISIM i-fin.  AK","FISIM til ikke-finansielle næringer, annen kredittgivning",642,642,642,640,,64_66,,fin,U,T,CPA_K64
649956,1970,9999,87400,"FISIM statnær AK","FISIM til statlige næringer, annen kredittgivning",642,642,642,640,,64_66,,fin,,T,CPA_K64
649966,1970,9999,87400,"FISIM kom.nær AK","FISIM til kommunale næringer, annen kredittgivning",642,642,642,640,,64_66,,fin,,T,CPA_K64
651100,1970,9999,87300,"Livsforsikr. tj",Livsforsikringstjenester,651,650,650,650,,64_66,,fin,U,T,CPA_K65
651210,1970,9999,87300,A.skadeforsikrtj,"Andre skadeforsikringstjenester",654,650,650,650,,64_66,,fin,U,T,CPA_K65
651220,1970,9999,87300,Bilforsikringstj,Bilforsikringstjenester,652,650,650,650,,64_66,,fin,,T,CPA_K65
652000,1970,9999,87300,Gjenforsikring,Gjenforsikring,651,650,650,650,,64_66,,fin,U,T,CPA_K65
653000,1970,9999,87400,Pensjonfondtj.,Pensjonfondtjenester,653,650,650,650,,64_66,,fin,,T,CPA_K65
661100,1970,9999,87300,Adm.finansmarked,"Administrasjon av finansmarkeder",660,660,660,660,,64_66,,fin,,T,CPA_K66
661200,1970,9999,87300,Verdipapirrmegl.,Verdipapirmegling,660,660,660,660,,64_66,,fin,U,T,CPA_K66
661209,1970,9999,87400,Meglingsavanse,Meglingsavanse,660,660,660,660,,64_66,,fin,,T,CPA_K66
661900,1970,9999,87400,A.tj.tilk.finans,"Andre tjenester tilknyttet finansieringsvirksomhet",660,660,660,660,,64_66,,fin,U,T,CPA_K66
662000,2010,9999,87300,Tj.tilkn.Fors&PK,"Tjenester tilknyttet forsikringsvirksomhet og pensjonskasser",660,660,660,660,,64_66,,fin,U,T,CPA_K66
663000,2010,9999,87300,"Fondsforvalt. tj",Fondsforvaltningsvirksomhet,660,660,660,660,,64_66,,fin,U,T,CPA_K66
670002,1970,1995,87400,"Tj.kred/fin SK","Tjenester i tilknytting til kreditt- og finansieringsvirksomhet, statlig konsum",812,812,842,840,,84,,,,T,CPA_O84
670003,1970,1995,87400,"Tj.kred/fin SG","Tjenester i tilknytting til kreditt- og finansieringsvirksomhet, statlig gebyr",813,813,843,840,,84,,tjllers,,T,CPA_O84
681000,1970,9999,87300,"Kj/s egen eiend.","Kjøp og salg av egen fast eiendom",681,681,681,670,,68,,fin,,T,CPA_L68B
682010,1970,9999,87400,"Boligtjenester,","Boligtjenester, borettslag og sameie",681,681,681,670,,68,,fin,,T,CPA_L68B
682020,1970,9999,87300,"Forretnbygg,leie","Forretningsbygg, husleie",681,681,681,670,,68,,fin,U,T,CPA_L68B
682022,1970,9999,87400,"Boligtj.leie SK","Boligtjenester, husleie statlig konsum",812,812,842,840,,84,,,,T,CPA_O84
682023,1970,9999,87400,"Boligtj.leie SG","Boligtjenester, husleie statlig gebyr",813,813,843,840,,84,,tjllers,,T,CPA_O84
682024,1970,9999,87400,"Boligtj.leie,kK","Boligtjenester, husleie kommunalt konsum",814,804,844,840,,84,,,,T,CPA_O84
682025,1970,9999,87400,"Boligtj.leie,KG","Boligtjenester, husleie, kommunalt gebyr",815,805,845,840,,84,,tjllers,,T,CPA_O84
682032,1970,9999,87400,For.byg.leie.SK,"Forretningsbygg statlig konsum",812,812,842,840,,84,,,,T,CPA_O84
682033,1970,9999,87400,For.byg.leie.SG,"Forretningsbygg, husleie, statlig gebyr",813,813,843,840,,84,,tjllers,,T,CPA_O84
682034,1970,9999,87400,"For.byg.leie,kk","Forretningsbygg kommunalt konsum",814,804,844,840,,84,,,,T,CPA_O84
682035,1970,9999,87400,"For.byg.leie,KG","Forretningsbygg, husleie, kommunalt gebyr",815,805,845,840,,84,,tjllers,,T,CPA_O84
682090,1970,9999,87400,Boligtj.husleie,"Boligtjenester, husleie utenom egen bolig",688,688,681,670,,68,,fin,,T,CPA_L68B
683100,1970,9999,87400,Eiendomsmegling,Eiendomsmegling,681,681,681,670,,68,,fin,U,T,CPA_L68B
683200,1970,9999,87300,Eiendomsforvaltn,Eiendomsforvaltning,681,681,681,670,,68,,fin,,T,CPA_L68B
684000,1970,9999,87400,Boligtj.imp.leie,"Boligtjenester (imputert husleie)",684,684,684,680,,68,,fin,,T,CPA_L68A
691000,2009,9999,87300,"Juridisk tj.yt.","Juridisk tjenesteyting",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
691010,1970,2008,87300,"Jus,utl.klient","Juridisk tjenesteyting, utenlandske klienter",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
691020,1970,2008,87400,"Jus,priv.klientr","Juridisk tjenesteyting, private klienter",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
691030,1970,2008,87300,Jus.næringsklien,"Juridisk tjenesteyting, næringsdrivende",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
692000,1970,9999,87300,"Revisjon,regnsk.","Revisjon og regnskapstjenester mv.",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
701000,1970,9999,87300,Hovedkontortj.,Hovedkontortjenester,690,690,690,690,,69_71,,fin,,T,CPA_M69_70
241080,1970,9999,87000,"Råstål (halvfabr","Råstål (halvfabrikater)",241,240,240,240,,24_25,,metall,I,V,CPA_C24
242000,1970,9999,87000,"Andre rørdeler a","Andre rørdeler av jern eller stål(herav olje- og gassrør)",241,240,240,240,,24_25,,metall,I,V,CPA_C24
243100,1970,9999,87000,"Stenger, av prof","Stenger, av profilert jern eller stål",241,240,240,240,,24_25,,metall,I,V,CPA_C24
243200,1970,9999,87000,"Flatvalsede prod","Flatvalsede produkter av jern eller stål, kaldvalsing",241,240,240,240,1,24_25,,metall,I,V,CPA_C24
243300,1970,9999,87000,"Profiler av jern","Profiler av jern eller stål, kaldvalsede/pressede",241,240,240,240,,24_25,,metall,I,V,CPA_C24
243400,1970,9999,87000,"Kald trukket trå","Kald trukket tråd",241,240,240,240,,24_25,,metall,I,V,CPA_C24
244110,1970,9999,87000,Sølv,Sølv,246,240,240,240,,24_25,,metall,I,V,CPA_C24
244120,1970,9999,87000,Gull,Gull,246,240,240,240,,24_25,,metall,I,V,CPA_C24
244130,1970,9999,87000,Platina,Platina,246,240,240,240,,24_25,,metall,I,V,CPA_C24
244140,1970,9999,87000,Uekt.met.ha-fabr,"Uekte metall plettert med sølv, gull,platina , halvfabrikata",246,240,240,240,1,24_25,,metall,I,V,CPA_C24
244210,1970,9999,87000,"Aluminium, ubear","Aluminium, ubearbeidd",243,240,240,240,,24_25,,metall,I,V,CPA_C24
244220,1970,9999,87000,Aluminiumoksyd,Aluminiumoksyd,243,240,240,240,,24_25,,metall,I,V,CPA_C24
244230,1970,9999,87000,"Aluminium, tråd","Aluminium, tråd",243,240,240,240,,24_25,,metall,I,V,CPA_C24
244240,1970,9999,87000,"Aluminium,plater","Aluminium, plater og bånd",243,240,240,240,,24_25,,metall,I,V,CPA_C24
244250,1970,9999,87000,Aluminiumsfolier,Aluminiumsfolier,243,240,240,240,,24_25,,metall,I,V,CPA_C24
244290,1970,9999,87000,A.halvfabralumin,"Andre halvfabrikata av aluminium el. Aluminiumslegeringer",243,240,240,240,,24_25,,metall,I,V,CPA_C24
244310,1970,9999,87000,"Bly,sink,tin ubh","Bly, sink og tinn, ubehandlet",246,240,240,240,,24_25,,metall,I,V,CPA_C24
244320,1970,9999,87000,"Bly,sink,tin fbr","Bly, sink og tinn, halvfabrikata",246,240,240,240,,24_25,,metall,I,V,CPA_C24
244410,1970,9999,87000,"Koppermatte, ube","Koppermatte, ubearbeidd",246,240,240,240,,24_25,,metall,I,V,CPA_C24
244420,1970,9999,87000,"Koppermatte,hfbr","Koppermatte, halvfabrikata",246,240,240,240,,24_25,,metall,I,V,CPA_C24
244510,1970,9999,87000,"Nikkel, ubearbei","Nikkel, ubearbeidd",246,240,240,240,,24_25,,metall,I,V,CPA_C24
244520,1970,9999,87000,Nikkelmatte,Nikkelmatte,246,240,240,240,,24_25,,metall,I,V,CPA_C24
244530,1970,9999,87000,"Nikkel, halvfabr","Nikkel, halvfabrikata",246,240,240,240,1,24_25,,metall,I,V,CPA_C24
244590,1970,9999,87000,"Metall ellers","Metall ellers, ikke jernholdige",246,240,240,240,,24_25,,metall,I,V,CPA_C24
245000,1970,9999,87000,"Støping av metal","Støping av metaller",246,240,240,240,,24_25,,metall,I,V,CPA_C24
251110,1970,9999,87000,Bygg.met.prefabr,"Bygninger av metall, prefabrikerte",250,250,250,250,,24_25,,metall,I,V,CPA_C25
251120,1970,9999,87000,"Bro.tårn konstr.","Bro og tårn konstruksjoner",250,250,250,250,,24_25,,metall,I,V,CPA_C25
251130,1970,9999,87000,Jern.stålko.INAS,"Jern og stålkonstruksjoner ellers",250,250,250,250,,24_25,,metall,I,V,CPA_C25
251200,1970,9999,87000,"Dører,vinduer mv","Dører, vinduer m.v. av jern, stål eller aluminium",250,250,250,250,,24_25,,metall,I,V,CPA_C25
252100,1970,9999,87000,Radiatorer.sentr,"Radiatorer for sentraloppvarming, sentralvarmekjeler",250,250,250,250,,24_25,,metall,I,V,CPA_C25
252900,1970,9999,87000,"Beholdere metall","Tanker, cisterner og beholdere av metall",250,250,250,250,,24_25,,metall,I,V,CPA_C25
253000,1970,9999,87000,"kraftmaskin mv.","Dampkjeler og andre kraftmaskiner, samt deler",250,250,250,250,,24_25,,metall,I,V,CPA_C25
254010,1970,9999,87000,"Våpen, militære","Våpen til militært bruk untatt revolvere, pistoler og lignende",250,250,250,250,,24_25,,metall,I,V,CPA_C25
254020,1970,9999,87000,"I-milit skytevåp","Ikke militære skytevåpen og lignende",250,250,250,250,,24_25,,metall,I,V,CPA_C25
254030,1970,9999,87000,Ammunisjon,"Ammunisjon, militært og sivilt",250,250,250,250,,24_25,,metall,I,V,CPA_C25
254040,1970,9999,87000,"Deler til våpen,","Deler til våpen,",250,250,250,250,,24_25,,metall,I,V,CPA_C25
255000,2007,9999,87300,"Smiing, stansing","Smiing, stansing og valsing av metall, pulvermetallurgi",250,250,250,250,,24_25,,metall,,V,CPA_C25
256000,2007,9999,87300,Overflatebehandl,"Overflatebehandling og bearbeiding av metaller",250,250,250,250,,24_25,,metall,,V,CPA_C25
