PRODUKT,GYLDIG_FOM,GYLDIG_TOM,LAGER_MOTTAK,PRODUKT_KORT,PRODUKT_LANG,GRLPRODUKT,KNRPRODUKT,A64N_PRODUKT,A64_PRODUKT,IKKE_VHM,A38NP,A64NP,PUBAGG,I_U,V_T,A64EU_PRODUKT
257100,1970,9999,87000,Kjøkkenredskaper,"Kjøkkenredskaper, skjære og klipperedskaper",250,250,250,250,,24_25,,metall,I,V,CPA_C25
257200,1970,9999,87000,"Låser og beslag","Låser og beslag",250,250,250,250,,24_25,,metall,I,V,CPA_C25
257300,1970,9999,87000,Håndverktøy,Håndverktøy,250,250,250,250,,24_25,,metall,I,V,CPA_C25
259100,1970,9999,87000,"Stålfat ol.jern","Stålfat og lignende beholdere av jern og stål",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259200,1970,9999,87000,"Emballa. lettmet","Emballasje av lettmetall",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259300,1970,9999,87000,"Varer av metall","Varer av metalltråd, kjetting og fjærer",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259400,1970,9999,87000,"Skruer, bolter,","Skruer,bolter,muttere m.v.",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259910,1970,9999,87000,"A.met.art bad.kj","Andre metallartikler for bad og kjøkken",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259960,1970,9999,87000,"Skipspropell ol.","Skipspropeller og propellblad",250,250,250,250,,24_25,,metall,I,V,CPA_C25
259990,1970,9999,87000,"A.met.art. INAS","Andre metallvarer ikke nevnt annet sted",250,250,250,250,,24_25,,metall,I,V,CPA_C25
261000,1970,9999,87000,"Elektroniske kom","Elektroniske komponenter og kretskort",260,260,260,260,,26,,verksted,I,V,CPA_C26
262000,1970,9999,87000,EDB-utstyr,EDB-utstyr,260,260,260,260,,26,,verksted,I,V,CPA_C26
263010,1970,9999,87000,"Radio/TV sendere","Radio- og fjernsynssendere",260,260,260,260,,26,,verksted,I,V,CPA_C26
263020,1970,9999,87000,Telefoner,"Telefoner til mobilnett, linje mv.",260,260,260,260,,26,,verksted,I,V,CPA_C26
263030,1970,9999,87000,Fjernsynskamera,Fjernsynskameraer,260,260,260,260,,26,,verksted,I,V,CPA_C26
263040,1970,9999,87000,"Antenner m. tilh","Antenner m. tilh. Deler",260,260,260,260,,26,,verksted,I,V,CPA_C26
263050,1970,9999,87000,"Elektrisk signal","Elektrisk signal-/sikkerhets-/trafikkreguleringsutstyr (ikke stasjonært) -",260,260,260,260,,26,,verksted,I,V,CPA_C26
264010,1970,9999,87000,"Radiomottak bil","Radiomottakere, bilradio",260,260,260,260,,26,,verksted,I,V,CPA_C26
264020,1970,9999,87000,"TV mottakere",Fjernsynsmottakere,260,260,260,260,,26,,verksted,I,V,CPA_C26
264030,1970,9999,87000,"Lyd/bilde utstyr","Apparater og utstyr for opptak og reproduksjon av lyd og bilde",260,260,260,260,,26,,verksted,I,V,CPA_C26
264050,1970,9999,87000,Del.audiovisuelt,"Deler til platespillere, annet lydopptaksutstyr, TV- og radioutsyr",260,260,260,260,,26,,verksted,I,V,CPA_C26
265110,1970,9999,87000,Navig.mv.instr.,"Navigasjons-, meterologiske-, geofysiske-, instrumenter",260,260,260,260,,26,,verksted,I,V,CPA_C26
265120,1970,9999,87000,Radarapparater,"Radarapparater og radionavigeringsapparater",260,260,260,260,,26,,verksted,I,V,CPA_C26
265130,1970,9999,87000,Pres.vekt.mål.mv,"Presisjonsvekter, instrumenter til tegning, regning, lengdemåling og lignende",260,260,260,260,,26,,verksted,I,V,CPA_C26
265140,1970,9999,87000,Instr.mål.el.vol,"Instrumenter for  måling av elektriske mengder el. Ioniserende stråler",260,260,260,260,,26,,verksted,I,V,CPA_C26
265150,1970,9999,87000,Instr.fysikkjemi,"Instrumenter for måling av vær, gjennomstrømming, trykk, fysiske eller kjemiske analyser",260,260,260,260,,26,,verksted,I,V,CPA_C26
265160,1970,9999,87000,A.instr.mål.kont,"Andre instrumenter og apparater til måling,kontroll og prøving",260,260,260,260,,26,,verksted,I,V,CPA_C26
265170,1970,9999,87000,"Termostater ol.","Termostater og andre instrumenter og apparater til automatisk regulering eller kontroll",260,260,260,260,,26,,verksted,I,V,CPA_C26
265180,1970,9999,87000,Del.mål.kontr.ol,"Deler og tilbehør til måle-,kontroll- og navigasjonsutstyr",260,260,260,260,,26,,verksted,I,V,CPA_C26
265200,1970,9999,87000,"Ur, urverk, ol.","Ur, urverk, stemplingsur o.l.",260,260,260,260,,26,,verksted,I,V,CPA_C26
266000,1970,9999,87000,"Strål.elektro ut","Strålings-, elektromedisinsk og elektroterapautisk utstyr",260,260,260,260,,26,,verksted,I,V,CPA_C26
267010,1970,9999,87000,Foto.utst+del,"Fotografisk utstyr og tilhørende deler",260,260,260,260,,26,,verksted,I,V,CPA_C26
267020,1970,9999,87000,A.optisk.ins+del,"Andre optiske instrumenter og deler av disse",260,260,260,260,,26,,verksted,I,V,CPA_C26
268000,1970,9999,87000,"Optisk media mm","Magnetisk og optiske media",260,260,260,260,,26,,verksted,I,V,CPA_C26
271100,1970,9999,87000,"Elektromotor mv.","Elektromotorer, generatorer og transformatorer",270,270,270,270,,27,,verksted,I,V,CPA_C27
271200,1970,9999,87000,"El.kontr.tavl mv","Elektriske fordelings- og kontrolltavler og paneler",270,270,270,270,,27,,verksted,I,V,CPA_C27
272000,1970,9999,87000,Batteri.el.akku,"Batterier og elektriske akkumulatorer",270,270,270,270,,27,,verksted,I,V,CPA_C27
273100,1970,9999,87000,"Isolert.kabel mv","Isolert tråd, kabel og andre elektriske ledere",270,270,270,270,,27,,verksted,I,V,CPA_C27
274000,1970,9999,87000,Belsyningsutstyr,Belsyningsutstyr,270,270,270,270,,27,,verksted,I,V,CPA_C27
275110,1970,9999,87000,Hush.mask.appara,"Husholdningsmaskiner og apparater",270,270,270,270,,27,,verksted,I,V,CPA_C27
275120,1970,9999,87000,"El. hetelegmer","Elektriske hetelegemer (motorvarmere)",270,270,270,270,,27,,verksted,I,V,CPA_C27
275130,1970,9999,87000,Barb.mask.hårtør,"Barbermaskiner, hårtørrere",270,270,270,270,,27,,verksted,I,V,CPA_C27
275150,1970,9999,87000,Varmtvannsberede,Varmtvannsberedere,270,270,270,270,,27,,verksted,I,V,CPA_C27
275160,1970,9999,87000,Panelovner,Panelovner,270,270,270,270,,27,,verksted,I,V,CPA_C27
275200,1970,9999,87000,I-el.hushapp.del,"Ikke elektriske husholdningsapparater og deler",270,270,270,270,,27,,verksted,I,V,CPA_C27
279010,1970,9999,87000,"Kullelektroder t","Kullelektroder til elektrisk formål, annet elektrisk utstyr",270,270,270,270,,27,,verksted,I,V,CPA_C27
279050,1970,9999,87000,El.kondensat.mm,"Elektriske kondensater,motstandere samt deler",270,270,270,270,,27,,verksted,I,V,CPA_C27
281110,1970,9999,87000,"Skipsmotorer mv.","Skipsmotorer, utenbordsmotorer m.v.",282,280,280,280,,28,,verksted,I,V,CPA_C28
281120,1970,9999,87000,Turbiner,Turbiner,282,280,280,280,,28,,verksted,I,V,CPA_C28
281130,1970,9999,87000,Del.turb.skipsmo,"Deler til turbiner, deler til skipsmotorer",282,280,280,280,,28,,verksted,I,V,CPA_C28
281210,1970,9999,87000,Kraftmask.motor,"Kraftmaskiner og -motorer",282,280,280,280,,28,,verksted,I,V,CPA_C28
281220,1970,9999,87000,Del.kraftm.pumpe,"Deler til kraftmaskiner og pumper",282,280,280,280,,28,,verksted,I,V,CPA_C28
281310,1970,9999,87000,"Pumpe væsker mv.","Pumper for væsker, sentrifugalpumper m.v.",282,280,280,280,,28,,verksted,I,V,CPA_C28
281320,1970,9999,87000,"Pumpe luft gass","Pumper for luft og gass",282,280,280,280,,28,,verksted,I,V,CPA_C28
281410,1970,9999,87000,"Kran.ventil mv.","Kraner og ventiler for rør, kjeler, tanker m.v.",282,280,280,280,,28,,verksted,I,V,CPA_C28
281420,1970,9999,87000,"Del.kran ventil","Deler til kraner, ventiler o.l.",282,280,280,280,,28,,verksted,I,V,CPA_C28
281510,1970,9999,87000,Kule-.rullelagre,"Kule- eller rullelagre",282,280,280,280,,28,,verksted,I,V,CPA_C28
281520,1970,9999,87000,"Drivaksler, rull","Drivaksler, rullekjeder o.l.",282,280,280,280,,28,,verksted,I,V,CPA_C28
281530,1970,9999,87000,Del.kule-.drivak,"Deler til kulelagre og drivaksler",282,280,280,280,,28,,verksted,I,V,CPA_C28
282100,1970,9999,87000,Fyrbr.indovn.del,"Fyrbrennere, industri- og laboratorieovner, deler",282,280,280,280,,28,,verksted,I,V,CPA_C28
282200,1970,9999,87000,"Løfte,håndteruts","Løfte og håndteringsutstyr",282,280,280,280,,28,,verksted,I,V,CPA_C28
282300,1970,9999,87000,Kont.mask.i-data,"Kontormaskiner og utstyr unntatt damaskiner og tilleggsutstyr)",282,280,280,280,,28,,verksted,I,V,CPA_C28
282500,1970,9999,87000,Kjø.vent.anl.ind,"Kjøle og ventilasjonsanlegg unntatt til husholdningsbruk",282,280,280,280,,28,,verksted,I,V,CPA_C28
282900,1970,9999,87000,Mask.utst.INAS,"Maskiner og utstyr til generell bruk ikke nevnt annet sted",282,280,280,280,,28,,verksted,I,V,CPA_C28
283000,1970,9999,87000,"Land.skog maskin","Landbruks- og skogbruksmaskiner",282,280,280,280,,28,,verksted,I,V,CPA_C28
284000,1970,9999,87000,Mask.met.bear.mv,"Maskiner til metallbearbeiding og annet maskinverktøy",282,280,280,280,,28,,verksted,I,V,CPA_C28
289000,1970,9999,87000,A.spesialmaskine,"Andre spesialmaskiner",282,280,280,280,,28,,verksted,I,V,CPA_C28
291010,1970,9999,87000,Forbrenningsmot.,"Forbrenningsmotorer til motorvogner,bensin og diseldrevne",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
291020,1970,9999,87000,"Pers. bil forb.","Personbiler med forbenningsmotor",295,292,292,290,,29_30,,292,I,V,CPA_C29
291030,1970,9999,87000,"Busser, inkl.kar","Busser, inkl. karosserier og understell med motor til busser",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
291040,1970,9999,87000,Motorkjøretøyer,"Motorkjøretøyer for godstransport og understell med motor",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
291050,1970,9999,87000,Motorkjt.spesmål,"Motorvogner for spesielle formål",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
291060,2012,9999,87000,"Pers. bil el","Personbiler med elmotor",294,292,292,290,,29_30,,292,I,V,CPA_C29
292010,1970,9999,87000,"Containere, tilh","Containere, tilhengere og semitrailere m. tilhørende deler",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
292020,1970,9999,87000,Bobil.camp.vogn,"Bobiler og campingvogner",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
293100,1970,9999,87000,El.utst.motorkjt,"Elektrisk utstyr for motorkjøretøyer mv.",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
293200,1970,9999,87000,Del.utst.mot.vog,"Deler og utstyr til motorvogner",293,291,291,290,,29_30,,verksted,I,V,CPA_C29
301100,1970,9999,87910,"Sivile fartøy","Sivile skip og båter",301,301,301,300,,29_30,,skiplfly,I,V,CPA_C30
301109,1970,9999,87400,"Leiearbeid, skip","Leiearbeid, skipsbygging",301,301,301,300,,29_30,,skiplfly,,V,CPA_C30
301110,1970,9999,87910,Marinefartøy,Marinefartøy,303,303,301,300,,29_30,,skiplfly,I,V,CPA_C30
301150,1970,9999,87000,Flåte.flyt.matr.,"Flåter og annet flytende materiell",301,301,301,300,,29_30,,skiplfly,I,V,CPA_C30
301160,1970,9999,87300,"Ombygg skip","Ombygging av skip og båter",301,301,301,300,,29_30,,skiplfly,U,V,CPA_C30
301180,1970,9999,87910,"Borerigg modul","Borerigger og moduler til oljeplattformer",302,302,302,300,,29_30,,skiplfly,B,V,CPA_C30
301190,1970,9999,87300,"Ombygg oljemodul","Ombygging av moduler til olje og gassutvinning",302,302,302,300,,29_30,,skiplfly,B,V,CPA_C30
301200,1970,9999,87000,Fritidsbåter,Fritidsbåter,301,301,301,300,,29_30,,skiplfly,I,V,CPA_C30
302000,1970,9999,87000,Ru.matr.jernbane,"Lokomotiver og annet rullende matriell til jernbane og sporvei",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
303010,1970,9999,87000,Flymot.turb+del,"Flymotorer, turbojetmotorer og deler",309,291,303,300,1,29_30,,verksted,I,V,CPA_C30
303020,1970,9999,87000,"Ballong,seilfly","Ballonger, seilfly og hangglidere og lignende uten motorer",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
303030,1970,9999,87000,"Helikoptere, fly","Helikoptere, fly og romfartøy",304,304,303,300,1,29_30,,skiplfly,I,V,CPA_C30
303050,1970,9999,87000,Del.luftfartøy,"Deler til luftfartøyer",309,291,303,300,1,29_30,,verksted,I,V,CPA_C30
303080,1970,9999,87000,"Militære luftfar","Militære luftfartøyer, romfartøyer og lignende utstyr",303,303,303,300,,29_30,,skiplfly,,V,CPA_C30
304000,1970,9999,87000,Stridsvogner,"Tanks og pansrede stridsvogner",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309110,1970,9999,87000,Motorsykler,"Motorsykler og sidevogner",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309120,1970,9999,87000,Del.motorsykler,"Deler til motorsykler",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309210,1970,9999,87000,Sykler.tilh.+del,"Sykler med tilhørende deler",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309220,1970,9999,87000,Invalidevogn+del,"Invalidevogner med tilhørende deler",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309240,1970,9999,87000,Barnevogner,Barnevogner,309,291,303,300,,29_30,,verksted,I,V,CPA_C30
309900,1970,9999,87000,A.transp.M.INAS,"Andre transportmidler ikke nevnt annet sted",309,291,303,300,,29_30,,verksted,I,V,CPA_C30
310000,1970,9999,87000,Sittemøbler+del,"Sittemøbler og tilhørende deler, deler til møbler",311,310,310,310,,31_33,,310,I,V,CPA_C31_32
310100,1970,9999,87000,Kontor.butikmøbl,"Kontor- og butikkmøbler",311,310,310,310,,31_33,,310,I,V,CPA_C31_32
310200,1970,9999,87000,Kjøkkenmøbler,Kjøkkenmøbler,311,310,310,310,,31_33,,310,I,V,CPA_C31_32
310300,1970,9999,87000,Madrasser/bunner,"Madrasser og sengebunner",311,310,310,310,,31_33,,310,I,V,CPA_C31_32
310900,1970,9999,87000,"Møbler INAS","Møbler ellers",311,310,310,310,,31_33,,310,I,V,CPA_C31_32
321100,1970,9999,87000,Mynter,Mynter,320,310,310,310,,31_33,,310,I,V,CPA_C31_32
321200,1970,9999,87000,"Gull og sølvvare","Gull og sølvvarer og lignende artikler",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
321300,1970,9999,87000,Bijouterivarer,"Bijouterivarer av uedelt metall",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
322000,1970,9999,87000,Musikkinstrument,Musikkinstrumenter,320,310,310,310,,31_33,,310,I,V,CPA_C31_32
323000,1970,9999,87000,Sportsartikler,Sportsartikler,320,310,310,310,,31_33,,310,I,V,CPA_C31_32
324000,1970,9999,87000,"Spill og leker","Spill og leker",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
325000,1970,9999,87000,"Medisinsk utstyr","Medisinsk og tannteknisk instrumenter og utstyr",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
329100,1970,9999,87000,"Koste og børste","Koster og børster",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
329900,1970,9999,87000,A.ind.prod.INAS,"Annen industriproduksjon ikke nevnt annet sted",320,310,310,310,,31_33,,310,I,V,CPA_C31_32
331100,1970,9999,87300,Rep.bear.metprod,"Reparasjoner av bearbeide metallprodukter",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331200,1970,9999,87300,Rep.maskiner,"Reparasjoner av maskiner",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331300,1970,9999,87300,"Rep.el/opt. utst","Reparasjoner av elektrisk, elektronisk, optisk utstyr",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331510,1970,9999,87300,"Rep. Fartøy","Reparasjon av skip og fiskebåter",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331520,1970,9999,87300,Rep.oljeplatt,"Reparasjon av oljeplattformer",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331540,1970,9999,87300,Rep.vedl.fri.båt,"Reparasjon og vedlikehold av fritidsbåter",330,330,330,330,,31_33,,tjllers,,T,CPA_C33
331600,1970,9999,87300,"Rep.ombygg fly","Reparasjon og ombygging av fly",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331700,1970,9999,87300,Rep.a.transp.mid,"Reparasjon av andre transportmidler",330,330,330,330,,31_33,,tjllers,,T,CPA_C33
331800,1970,9999,87300,Rep.olj.rør.led.,"Reparasjon av olje- og gassrørledninger",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
331900,1970,9999,87300,Rep.utst.inas,"Reparasjon av utstyr ikke nevnt annet sted",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
332000,1970,9999,87300,Install.ind.mask,"Installasjon av industrimaskiner og utstyr",330,330,330,330,,31_33,,tjllers,U,T,CPA_C33
351107,1970,9999,27500,Distrb/Oms.El,"Overføring og distribusjon av og handel med elektrisitet",352,352,352,350,,35,,,,T,CPA_D35
351110,1970,9999,87300,Elektrisitet,"Elektrisk kraft utenom nettap",354,351,351,350,,35,,351,I,V,CPA_D35
351120,1970,9999,87400,"Nettap av elektr","Nettap (verdi av den kraft som går tapt i nettet)",355,351,351,350,,35,,351,,V,CPA_D35
351908,1970,9999,87400,Inv.arb.maskiner,"Investeringsarbeid, elektrisitet - maskiner",394,392,392,350,,05_09,,tjllers,,T,CPA_D35
351918,1970,9999,87400,"Inv.arb. B&A","Investeringsarbeid, elektrisitet - B & A",394,392,392,350,,05_09,,tjllers,,T,CPA_D35
352000,1970,9999,87300,"Gass gj ledning","Gass gjennom ledningsnett",353,353,353,350,,35,,,,T,CPA_D35
353000,1970,9999,87300,Fjernvarme,"Fjernvarme (damp- og varmtvannsforsyning)",353,353,353,350,,35,,,,T,CPA_D35
360000,1970,9999,87300,Vannfors.marked,Vannforsyning,360,361,361,360,,36_39,,tjllers,,T,CPA_E36
360004,1970,9999,87400,Vannfors.Komkons,"Vannforsyning, kommunalt konsum",364,364,364,360,,36_39,,,,T,CPA_E36
360005,1970,9999,87400,Vannfors.komgeby,"Vannforsyning, kommunalt gebyr",365,365,365,360,,36_39,,tjllers,,T,CPA_E36
360041,2009,9999,87400,"Kapsl.Vann,.KK","Kapitalslit, vannforsyning, kommune",364,364,364,360,,36_39,,,,T,CPA_E36
360046,2009,9999,87400,"FISIM Vann forsy","FISIMK, vannforsyning, kommune",364,364,364,360,,36_39,,,,T,CPA_E36
370000,1970,9999,87300,Kloakktømming,Kloakktømming,379,361,370,370,,36_39,,tjllers,,T,CPA_E37T39
370041,2009,9999,87400,"Kapsl.Kloakk,KK","Kapitalslit, kloakktømming, kommune",364,364,374,370,,36_39,,,,T,CPA_E37T39
370046,2009,9999,87400,"FISIM Kloakktøm","FISIM, kloakktømming, kommune",364,364,374,370,,36_39,,,,T,CPA_E37T39
370104,1970,9999,87400,"Kloakktømming,KK","Kloakktømming, kommunalt konsum",364,364,374,370,,36_39,,,,T,CPA_E37T39
370105,1970,9999,87400,"Kloakktømming,KG","Kloakktømming, kommunalt gebyr",365,365,375,370,,36_39,,tjllers,,T,CPA_E37T39
380046,2009,9999,87400,"FISIM Søppel","FISIM søppeltømming, kommune",364,364,374,370,,36_39,,,,T,CPA_E37T39
381000,1970,9999,87300,"Innsamling avfal","Innsamling av avfall",379,361,370,370,,36_39,,tjllers,,T,CPA_E37T39
381041,2009,9999,87400,"Kapsl.Søppel,KK","Kapitalslit, søppeltømming, kommune",364,364,374,370,,36_39,,,,T,CPA_E37T39
381104,1970,9999,87400,"Søppeltømming,KK","Søppeltømming, kommunalt konsum",364,364,374,370,,36_39,,,,T,CPA_E37T39
381105,1970,9999,87400,"Søppeltømming,KG","Søppeltømming, kommunalt gebyr",365,365,375,370,,36_39,,tjllers,,T,CPA_E37T39
382000,1970,9999,87300,Beha.disp.avfall,"Behandling og disponering av avfall",379,361,370,370,,36_39,,tjllers,,T,CPA_E37T39
383100,1970,9999,87300,Demont.matrgjenv,"Demontering,opphogging,sortering og bearbeiding av avfall for materialgjennvinning",379,361,370,370,,36_39,,tjllers,B,T,CPA_E37T39
383200,1970,9999,87000,"Sekundære metall","Sekundære metallråmaterialer, gjenvinning",379,361,370,370,,36_39,,tjllers,I,T,CPA_E37T39
383210,1970,9999,87000,Sek.råmate.glass,"Sekundære råmaterialer av glass, gjenvinning",379,361,370,370,,36_39,,tjllers,I,T,CPA_E37T39
383220,1970,9999,87000,"Sek.råM. papir","Sekundære råmaterialer av papir og papp",379,361,370,370,,36_39,,tjllers,I,T,CPA_E37T39
383230,1970,9999,87000,"Sek.råmat plas","Sekundære råmaterialer av plast",379,361,370,370,,36_39,,tjllers,I,T,CPA_E37T39
383290,1970,9999,87000,A.sek.i-meth.mat,"Andre sekundære ikke-metallholdige råmaterialer",379,361,370,370,,36_39,,tjllers,I,T,CPA_E37T39
390000,1970,9999,87300,"Miljørydding,mil","Miljørydding,miljørensing, og lignende",379,361,370,370,,36_39,,tjllers,B,T,CPA_E37T39
410008,1970,9999,87400,"Hush.egen byggV.","Husholdningenes egen byggevirksomhet",420,420,420,410,,41_43,,tjllers,,T,CPA_F
410010,1970,9999,87300,"Oppføring bolig","Oppføring av boliger",420,420,420,410,,41_43,,tjllers,U,T,CPA_F
410020,1970,9999,87300,"Oppføring bygg","Oppføring av andre bygninger",420,420,420,410,,41_43,,tjllers,U,T,CPA_F
411010,1970,9999,87300,Boligbyggelag,Boligbyggelag,410,410,410,410,,41_43,,tjllers,,T,CPA_F
411090,1970,9999,87300,"Utv/s egen eiend","Utvikling og salg av egen fast eiendom ellers",410,410,410,410,,41_43,,tjllers,,T,CPA_F
420000,1970,9999,87300,Anleggsvirksomh.,Anleggsvirksomhet,420,420,420,410,,41_43,,tjllers,U,T,CPA_F
431000,1970,9999,87300,Riving.grunnarb,"Riving og grunnarbeid",420,420,420,410,,41_43,,tjllers,,T,CPA_F
432100,1970,9999,87300,"Elektrisk instal","Elektrisk installasjonsarbeid",420,420,420,410,,41_43,,tjllers,,T,CPA_F
432200,1970,9999,87300,VVS-arbeid,VVS-arbeid,420,420,420,410,,41_43,,tjllers,,T,CPA_F
432900,1970,9999,87300,"Annet installasj","Annet installasjonsarbeid",420,420,420,410,,41_43,,tjllers,,T,CPA_F
433100,1970,9999,87300,Stukkatørarbeid,"Stukkatørarbeid og pussing",420,420,420,410,,41_43,,tjllers,,T,CPA_F
433200,1970,9999,87300,Snekkerarbeid,Snekkerarbeid,420,420,420,410,,41_43,,tjllers,,T,CPA_F
433300,1970,9999,87300,"Gulvlegg tapetse","Gulvlegging og tapetsering",420,420,420,410,,41_43,,tjllers,,T,CPA_F
433410,1970,9999,87300,Malerarbeid,Malerarbeid,420,420,420,410,,41_43,,tjllers,,T,CPA_F
433420,1970,9999,87300,Glassarbeid,Glassarbeid,420,420,420,410,,41_43,,tjllers,,T,CPA_F
433900,1970,9999,87300,A.ferdigjør.bygg,"Annen ferdiggjøring av bygninger",420,420,420,410,,41_43,,tjllers,,T,CPA_F
439100,1970,9999,87300,Takarbeid,Takarbeid,420,420,420,410,,41_43,,tjllers,,T,CPA_F
451007,1970,9999,27500,"Avanse motorkjt","Avanse på motorkjøretøyer",455,450,450,450,,45_47,,tjllers,,T,CPA_G45
451009,1970,9999,87400,Omreg.avg.br.bil,"Omregistreringsavgift på brukte biler",455,450,450,450,,45_47,,tjllers,,T,CPA_G45
452010,1970,9999,87300,Rep.biler,"Reparasjon av biler",452,452,450,450,,45_47,,tjllers,,T,CPA_G45
452030,1970,9999,87300,"Bilvask A.tjen","Bilvask og andre tjenester",452,452,450,450,,45_47,,tjllers,,T,CPA_G45
454050,1970,9999,87300,"Rep. motorsykler","Reparasjon av motorsykler",452,452,450,450,,45_47,,tjllers,,T,CPA_G45
460007,1970,9999,27500,Agent/Engroavans,"Agentur- og engroshandelsavanse",455,450,460,460,,45_47,,tjllers,,T,CPA_G46
470000,1970,9999,87300,"Provisjon, kommi","Provisjoner, kommisjoner",455,450,470,470,,45_47,,tjllers,U,T,CPA_G47
470007,1970,9999,27500,Detaljhandavanse,Detaljhandelsavanse,455,450,470,470,,45_47,,tjllers,,T,CPA_G47
490008,1970,9999,87400,Inv.arb.kj.veg,"Investeringsarbeider, kjøreveg",394,392,392,490,,05_09,,tjllers,,T,CPA_H49
491000,1970,9999,87300,"Jernbane person","Passasjertransport med jernbane",490,491,491,490,,49_53,,samf,U,T,CPA_H49
491002,1970,9999,87400,"Kjøreveg NSB, SK","Kjøreveg NSB, statlig konsum",812,812,842,840,,84,,,,T,CPA_O84
491003,1970,9999,87400,"Kjøreveg NSB, SG","Kjøreveg NSB, statlig gebyr",813,813,843,840,,84,,tjllers,,T,CPA_O84
491929,1970,2006,87400,Transpmarg.jernb,Transpmarg.jernb,499,450,491,450,,45_47,,tjllers,,T,CPA_G45
491939,1970,2006,87400,Inv.arb.jernb,Inv.arb.jernb,394,392,392,490,,05_09,,tjllers,,T,CPA_H49
492000,1970,9999,87300,"Jernbane godstr.","Godstransport med jernbane",490,491,491,490,,49_53,,samf,U,T,CPA_H49
493110,1970,9999,87300,"Sporvei, T-bane","Sporveistransport og T-banereiser",498,491,491,490,,49_53,,samf,,T,CPA_H49
493124,2016,9999,87400,"Kol.trans KK","Kollektivtransport, kommunalt konsum",814,804,844,840,,84,,,,T,CPA_O84
493125,2016,9999,87400,"Kol.trans KG","Kollektivtransport, kommunalt gebyr",815,805,845,840,,84,,tjllers,,T,CPA_O84
493200,1970,9999,87300,Drosjetjenester,"Drosjetjenester og bilutleie med sjåfør",497,491,491,490,,49_53,,samf,,T,CPA_H49
493900,1970,9999,87300,Rutebiltransport,Rutebiltransport,493,491,492,490,,49_53,,samf,,T,CPA_H49
493930,1970,9999,87300,L.trsp.pas.i-rut,"Landtransport med passasjerer, ikke rutetrafikk",493,491,492,490,,49_53,,samf,U,T,CPA_H49
494000,1970,9999,87300,Godstransp.vei,"Godstransport på vei",494,492,492,490,,49_53,,samf,U,T,CPA_H49
494120,1970,9999,87300,Utlei.lasteb.m/s,"Utleie av lastebil og varebil med sjåfør",494,492,492,490,,49_53,,samf,,T,CPA_H49
494337,1970,9999,27500,"Trspmrg A.l-trsp","Transportmargin, annen landtransport",499,450,492,450,,45_47,,tjllers,,T,CPA_G45
495010,1970,9999,87300,"Oljetransp rør","Oljetransport med rør",495,495,495,490,,49_53,,495,U,T,CPA_H49
495020,1970,9999,87300,"Gasstransp rør","Gasstransport med rør",495,495,495,490,,49_53,,495,U,T,CPA_H49
495037,1970,9999,27500,Transpmarg.olje,"Transportmargin, olje",496,496,495,490,,49_53,,samf,,T,CPA_H49
495137,1970,9999,27500,Transpmarg.gass,"Transportmargin, gass",496,496,495,490,,49_53,,samf,,T,CPA_H49
501010,1970,9999,87300,UR.sjøf.pas+bilf,"Utenriks sjøfart, passasjertransport ellers og bilferging",505,505,505,500,,49_53,,501,U,T,CPA_H50
501210,1970,9999,87300,"UR. A.tørrlast","Utenriks frakt av annen tørrlast",505,505,505,500,,49_53,,501,U,T,CPA_H50
501220,1970,9999,87300,UR.olje(rå+prod),"Utenriks råolje og oljeproduktfrakt",505,505,505,500,,49_53,,501,U,T,CPA_H50
702000,1970,9999,87300,Bedriftsrådgivni,"Bedriftsrådgivning og annen administrativ rådgivning",690,690,690,690,,69_71,,fin,U,T,CPA_M69_70
